Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
222,Tavon Austin,FA,5,5,20,4.0,7,0,0,0,0,0,1,4,0.0,0.0,0.6%,2020,WR,Full
223,Jordan Matthews,CAR,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
224,Matthew Slater,FA,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0%,2020,WR,Full
225,Tony Brown,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
226,Fred Brown,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
227,Deante Burton,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,WR,Full
228,Cyril Grayson Jr.,FA,0,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
229,Jeff Badet,FA,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
230,Derrick Willies,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
231,Deon Cain,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
232,Trey Quinn,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
233,Justin Hardee Sr.,TEN,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2020,WR,Full
234,Keelan Doss,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
235,Stanley Morgan Jr.,TEN,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2020,WR,Full
236,Alex Bachman,LV,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
237,Jason Moore Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
238,Juwann Winfree,IND,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
239,Quinton Bell,MIA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.1%,2020,WR,Full
240,Rico Gafford,FA,0,2,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
241,Malik Turner,FA,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2020,WR,Full
242,Hakeem Butler,FA,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
243,Taywan Taylor,FA,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
244,Ty Montgomery II,FA,3,6,27,9.0,17,0,0,19,101,0,0,6,0.0,0.0,0.0%,2020,WR,Full
245,Kevin White,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
246,Duke Williams,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
247,Marken Michel,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,WR,Full
248,Tajae Sharpe,FA,0,3,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2020,WR,Full
249,Johnny Holton,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,WR,Full
250,Chris Moore,WAS,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2020,WR,Full
251,Kendall Hinton,FA,0,0,0,0,0,0,0,2,7,0,0,1,-0.8,-0.8,0.0%,2020,WR,Full
252,Andre Roberts,FA,4,5,34,8.5,16,0,0,1,-3,0,2,15,-0.9,-0.1,0.0%,2020,WR,Full
253,DeAndre Carter,CHI,1,2,8,8.0,8,0,0,0,0,0,1,13,-1.2,-0.1,0.1%,2020,WR,Full
254,Dede Westbrook,FA,1,1,4,4.0,4,0,0,0,0,0,1,2,-1.6,-0.8,0.0%,2020,WR,Full
255,Nsimba Webster,CHI,0,0,0,0,0,0,0,0,0,0,1,16,-2.0,-0.1,0.0%,2020,WR,Full
256,Dwayne Harris,FA,0,0,0,0,0,0,0,0,0,0,1,3,-2.0,-0.7,1.2%,2020,WR,Full
