Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
221,Easop Winston Jr.,NYJ,1,1,5,5.0,5,0,0,0,0,0,0,3,0.5,0.2,0.0%,2021,WR,Full
222,Maurice Ffrench,FA,0,0,0,0,0,0,0,1,3,0,0,2,0.3,0.2,0.0%,2021,WR,Full
223,Josh Hammond,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
224,Matt Cole,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
225,Marquez Stevenson,FA,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2021,WR,Full
226,Tutu Atwell,LAR,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,5.2%,2021,WR,Full
227,Pooka Williams Jr.,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
228,Dan Chisena,CAR,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,WR,Full
229,Antonio Gandy-Golden,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
230,John Hightower,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2021,WR,Full
231,Tyrie Cleveland,FA,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,WR,Full
232,Isaiah Coulter,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
233,Mason Kinsey,TEN,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
234,Dillon Stoner,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,WR,Full
235,Landen Akers,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
236,Michael Bandy,DEN,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,WR,Full
237,Jalen Camp,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
238,Jacob Harris,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
239,Kawaan Baker,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
240,Osirus Mitchell,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
241,Brandon Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
242,Allen Hurns,FA,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2021,WR,Full
243,John Brown,FA,0,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,WR,Full
244,Matthew Slater,FA,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,2021,WR,Full
245,Nsimba Webster,CHI,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2021,WR,Full
246,Daurice Fountain,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
247,Damion Ratley,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
248,River Cracraft,MIA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.1%,2021,WR,Full
249,Ryan Switzer,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
250,Rodney Adams,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
251,David Moore,CAR,0,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.4%,2021,WR,Full
252,JoJo Natson,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2021,WR,Full
253,Justin Hardee Sr.,TEN,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2021,WR,Full
254,Cody Thompson,TB,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,WR,Full
255,Quinton Bell,MIA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2021,WR,Full
256,Vyncint Smith,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
257,Jordan Veasy,FA,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2021,WR,Full
258,Devin Smith,FA,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
259,Ty Montgomery II,FA,16,26,95,5.9,21,1,0,15,44,0,0,14,0.0,0.0,0.0%,2021,WR,Full
260,Geronimo Allison,FA,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,WR,Full
261,Alex Bachman,LV,0,0,0,0,0,0,0,1,-3,0,0,2,-0.3,-0.2,0.0%,2021,WR,Full
262,Malik Taylor,NYJ,2,3,14,7.0,7,0,0,0,0,0,1,7,-0.6,-0.1,0.0%,2021,WR,Full
263,Racey McMath,FA,2,6,8,4.0,9,0,0,0,0,0,1,6,-1.2,-0.2,0.0%,2021,WR,Full
264,Travis Benjamin,FA,0,5,0,0,0,0,0,0,0,0,1,5,-2.0,-0.4,0.0%,2021,WR,Full
265,J.J. Koski,FA,0,0,0,0,0,0,0,0,0,0,1,3,-2.0,-0.7,0.0%,2021,WR,Full
266,Diontae Spencer,FA,1,4,-3,-3.0,0,0,0,0,0,0,2,15,-4.3,-0.3,0.0%,2021,WR,Full
